Datetime,CO2_in,PM25_AE_in,TVOC_in,Humidity_in,Temperature_in,CO2_out,Humidity_out,PM25_AE_out,TVOC_out,Temperature_out,60w,Td,THI,AC,FAN
2020/12/11 16:21,2236,2,276,64,25,598,64.31,5,157,26.89,0,17.70224641,22.81882524,0,0
2020/12/11 16:22,2226,3,281,64,25,474,64.5,6,129,26.89,0,17.70224641,22.81882524,0,0
2020/12/11 16:23,2218,3,276,64,25,484,64.51,6,113,26.89,0,17.70224641,22.81882524,0,0
2020/12/11 16:24,2217,3,274,64,25,484,64.33,6,97,26.89,0,17.70224641,22.81882524,0,0
2020/12/11 16:25,2215,3,287,64,25,537,64.25,5,118,26.87,0,17.70224641,22.81882524,0,0
2020/12/11 16:26,2217,3,287,64,25,485,64.31,5,90,26.91,0,17.70224641,22.81882524,0,0
2020/12/11 16:27,2209,1,286,65,25,502,64.38,6,126,26.89,0,17.94900637,22.87939956,0,0
2020/12/11 16:28,2218,3,287,65,25,537,64.3,5,141,26.87,0,17.94900637,22.87939956,0,0
2020/12/11 16:29,2212,2,277,65,25,544,64.35,6,154,26.89,0,17.94900637,22.87939956,0,0
2020/12/11 16:30,2215,2,302,65,25,531,64.42,7,158,26.9,0,17.94900637,22.87939956,0,0
2020/12/11 16:31,2212,2,302,65,25,541,64.56,5,147,26.91,0,17.94900637,22.87939956,0,0
2020/12/11 16:32,2209,1,314,65,25,592,64.4,5,158,26.89,0,17.94900637,22.87939956,0,0
2020/12/11 16:33,2198,2,307,65,25,581,64.52,7,176,26.89,0,17.94900637,22.87939956,0,0
2020/12/11 16:34,2189,3,288,65,25,533,64.62,6,199,26.87,0,17.94900637,22.87939956,0,0
2020/12/11 16:35,2185,3,306,66,25,482,64.54,6,198,26.9,0,18.19246663,22.93997594,0,0
2020/12/11 16:36,2177,2,302,66,26,489,64.22,5,164,26.91,0,19.14691436,23.75426753,0,0
2020/12/11 16:37,2172,2,312,66,26,592,64.02,4,155,26.9,0,19.14691436,23.75426753,0,0
2020/12/11 16:38,2168,1,300,66,26,552,64.2,5,152,26.89,0,19.14691436,23.75426753,0,0
2020/12/11 16:39,2164,3,309,66,26,547,64.18,4,139,26.9,0,19.14691436,23.75426753,0,0
2020/12/11 16:40,2161,3,314,66,26,488,64.09,6,114,26.93,0,19.14691436,23.75426753,0,0
2020/12/11 16:41,2146,4,297,66,26,475,64.2,5,136,26.91,0,19.14691436,23.75426753,0,0
2020/12/11 16:42,2149,3,311,66,26,637,63.89,5,181,27,0,19.14691436,23.75426753,0,0
2020/12/11 16:43,2153,2,308,66,26,549,63.61,5,135,26.94,0,19.14691436,23.75426753,0,0
2020/12/11 16:44,2138,4,301,66,26,518,63.9,6,118,26.9,0,19.14691436,23.75426753,0,0
2020/12/11 16:45,2129,2,312,66,26,518,63.9,6,118,26.9,0,19.14691436,23.75426753,0,0
2020/12/11 16:46,2112,2,306,66,26,474,63.73,6,83,26.89,0,19.14691436,23.75426753,0,0
2020/12/11 16:47,2043,3,296,67,26,1039,63.21,3,258,27.06,0,19.3887757,23.82032405,0,1
2020/12/11 16:48,2002,3,261,67,26,1817,62.87,2,624,27.07,0,19.3887757,23.82032405,0,1
2020/12/11 16:49,1952,2,266,67,26,1818,63.02,4,644,27.03,0,19.3887757,23.82032405,0,1
2020/12/11 16:50,1897,2,258,67,26,1654,63.06,4,594,27.03,0,19.3887757,23.82032405,0,1
2020/12/11 16:51,1857,3,252,67,26,1513,63.07,3,521,27.04,0,19.3887757,23.82032405,0,1
2020/12/11 16:52,1831,2,268,67,26,1567,63.03,3,586,27.06,0,19.3887757,23.82032405,0,1
2020/12/11 16:53,1829,2,263,67,26,1806,63.37,4,735,26.96,0,19.3887757,23.82032405,0,1
2020/12/11 16:54,1816,3,256,67,26,1642,63.19,4,600,27.03,0,19.3887757,23.82032405,0,1
2020/12/11 16:55,1803,3,258,67,26,1712,63.35,4,661,27.04,0,19.3887757,23.82032405,0,1
2020/12/11 16:56,1791,3,263,67,26,1683,63.32,2,683,27.07,0,19.3887757,23.82032405,0,1
2020/12/11 16:57,1765,2,252,67,26,1722,63.38,4,701,27.08,0,19.3887757,23.82032405,0,1
2020/12/11 16:58,1751,2,259,67,26,1716,63.47,4,691,27.03,0,19.3887757,23.82032405,0,1
2020/12/11 16:59,1739,3,253,67,26,1721,63.27,4,667,27.18,0,19.3887757,23.82032405,0,1
2020/12/11 17:00,1735,2,257,67,26,1719,63.42,4,708,27.13,0,19.3887757,23.82032405,0,1
2020/12/11 17:01,1732,2,256,66,26,1727,63.59,4,733,27.11,0,19.14691436,23.75426753,0,1
2020/12/11 17:02,1727,2,259,67,26,1700,63.69,3,686,27.07,0,19.3887757,23.82032405,0,1
2020/12/11 17:03,1727,2,259,66,26,1499,63.35,2,641,27.29,0,19.14691436,23.75426753,0,1
2020/12/11 17:04,1704,2,261,66,26,1501,63.23,4,684,27.31,0,19.14691436,23.75426753,0,1
2020/12/11 17:05,1685,3,265,66,26,1519,63.16,4,605,27.34,0,19.14691436,23.75426753,0,1
2020/12/11 17:06,1657,2,254,66,26,1468,63.12,4,593,27.41,0,19.14691436,23.75426753,0,1
2020/12/11 17:07,1625,3,259,66,26,1549,63.21,4,705,27.4,0,19.14691436,23.75426753,0,1
2020/12/11 17:08,1621,2,250,66,26,1516,63.26,3,594,27.42,0,19.14691436,23.75426753,0,1
2020/12/11 17:09,1580,3,248,66,26,1390,63.15,4,577,27.41,0,19.14691436,23.75426753,0,1
2020/12/11 17:10,1531,3,248,66,26,1338,63.16,4,550,27.41,0,19.14691436,23.75426753,0,1
2020/12/11 17:11,1489,3,239,66,26,1310,62.92,4,525,27.42,0,19.14691436,23.75426753,0,1
2020/12/11 17:12,1451,3,237,66,26,1338,62.93,4,546,27.38,0,19.14691436,23.75426753,0,1
2020/12/11 17:13,1423,3,236,66,26,1325,62.73,3,578,27.48,0,19.14691436,23.75426753,0,1
2020/12/11 17:14,1391,3,234,66,26,1331,63.1,4,581,27.38,0,19.14691436,23.75426753,0,1
2020/12/11 17:15,1371,3,234,66,26,1336,63.06,3,611,27.4,0,19.14691436,23.75426753,0,1
2020/12/11 17:16,1368,3,236,66,26,1336,63.04,5,599,27.41,0,19.14691436,23.75426753,0,1
2020/12/11 17:17,1365,2,243,66,26,1328,62.98,3,600,27.42,0,19.14691436,23.75426753,0,1
2020/12/11 17:18,1349,2,239,66,26,1314,63.05,2,605,27.42,0,19.14691436,23.75426753,0,1
2020/12/11 17:19,1331,3,229,66,26,1248,62.8,4,552,27.48,0,19.14691436,23.75426753,0,1
2020/12/11 17:20,1307,3,238,66,26,1241,62.69,3,559,27.49,0,19.14691436,23.75426753,0,1
2020/12/11 17:21,1291,4,237,67,26,1179,62.97,5,466,27.42,0,19.3887757,23.82032405,0,1
2020/12/11 17:22,1232,4,227,67,26,1091,62.9,5,523,27.51,0,19.3887757,23.82032405,0,1
2020/12/11 17:23,1201,3,223,67,26,1137,62.72,4,547,27.51,0,19.3887757,23.82032405,0,1
2020/12/11 17:24,1180,4,226,67,26,1130,62.73,4,547,27.53,0,19.3887757,23.82032405,0,1
2020/12/11 17:25,1156,3,223,67,26,1040,62.73,4,506,27.48,0,19.3887757,23.82032405,0,1
2020/12/11 17:26,1138,4,221,67,26,1039,62.91,5,521,27.47,0,19.3887757,23.82032405,0,1
2020/12/11 17:27,1117,4,215,67,26,1031,62.75,4,486,27.52,0,19.3887757,23.82032405,0,1
2020/12/11 17:28,1101,2,220,67,26,989,62.61,5,476,27.58,76692,19.3887757,23.82032405,1,1
2020/12/11 17:29,1091,4,217,67,26,1009,62.59,4,557,27.48,111408,19.3887757,23.82032405,1,1
2020/12/11 17:30,1082,4,202,65,26,1036,60.93,4,552,27.49,115170,18.901825,23.68821193,1,1
2020/12/11 17:31,1061,3,186,63,26,1039,58.34,5,510,27.56,118536,18.40158295,23.55610411,1,1
2020/12/11 17:32,1050,3,165,64,25,1025,56.78,4,481,27.52,119658,17.70224641,22.81882524,1,1
2020/12/11 17:33,1035,3,156,63,25,1008,55.04,4,432,27.47,120120,17.45208942,22.75825312,1,1
2020/12/11 17:34,1021,4,138,62,25,948,54.03,5,379,27.45,121110,17.19843357,22.69768334,1,1
2020/12/11 17:35,1005,3,133,60,25,956,53.4,3,364,27.41,121374,16.68019396,22.57655146,1,1
2020/12/11 17:36,996,2,114,61,25,956,51.36,4,346,27.35,120912,16.94117229,22.63711607,1,1
2020/12/11 17:37,984,3,109,61,25,961,50.72,4,315,27.41,120780,16.94117229,22.63711607,1,1
2020/12/11 17:38,977,3,102,61,25,707,58.82,7,247,27.25,120384,16.94117229,22.63711607,1,1
2020/12/11 17:39,934,3,81,60,25,638,52.7,5,238,27.28,120648,16.68019396,22.57655146,1,1
2020/12/11 17:40,893,2,73,60,25,832,49.59,3,251,27.26,120120,16.68019396,22.57655146,1,1
2020/12/11 17:41,879,3,66,60,25,669,52.97,7,231,27.17,120120,16.68019396,22.57655146,1,1
2020/12/11 17:42,857,3,67,59,25,802,49,5,249,27.17,119724,16.41538154,22.51598967,1,1
2020/12/11 17:43,849,3,60,59,25,822,47.95,4,235,27.13,118998,16.41538154,22.51598967,1,1
2020/12/11 17:44,841,3,51,58,25,805,48.63,4,223,27.08,118734,16.14661229,22.45543087,1,1
2020/12/11 17:45,829,3,52,57,24,795,46.66,4,213,27.08,117876,14.93482508,21.63025595,1,1
2020/12/11 17:46,826,3,50,57,24,793,47,4,205,26.99,118272,14.93482508,21.63025595,1,1
2020/12/11 17:47,819,2,37,57,24,782,45.61,4,209,26.91,118338,14.93482508,21.63025595,1,1
2020/12/11 17:48,809,3,36,57,24,782,45.36,5,201,26.91,118206,14.93482508,21.63025595,1,1
2020/12/11 17:49,804,4,24,57,24,773,44.78,4,199,26.79,117546,14.93482508,21.63025595,1,1
2020/12/11 17:50,797,4,27,56,24,774,44.2,4,187,26.83,117282,14.65960294,21.57519492,1,1
2020/12/11 17:51,790,3,19,56,24,767,43.88,3,187,26.76,116688,14.65960294,21.57519492,1,1
2020/12/11 17:52,783,4,19,56,24,764,43.6,4,187,26.69,116226,14.65960294,21.57519492,1,1
2020/12/11 17:53,779,3,16,56,24,741,45.45,4,182,26.63,116358,14.65960294,21.57519492,1,1
2020/12/11 17:54,765,3,16,55,24,733,43.77,3,184,26.63,116160,14.38004634,21.52013816,1,1
2020/12/11 17:55,758,3,11,55,24,733,43.15,4,183,26.55,116160,14.38004634,21.52013816,1,1
2020/12/11 17:56,753,3,6,55,24,730,42.89,4,177,26.58,116160,14.38004634,21.52013816,1,1
2020/12/11 17:57,748,2,9,55,24,726,42.43,3,169,26.56,116094,14.38004634,21.52013816,1,1
2020/12/11 17:58,742,3,2,54,24,721,42.52,3,162,26.56,116160,14.09600632,21.46508587,1,1
2020/12/11 17:59,733,2,0,54,24,693,44.38,3,150,26.51,116160,14.09600632,21.46508587,1,1
2020/12/11 18:00,729,2,0,54,24,688,44.34,4,159,26.44,116160,14.09600632,21.46508587,1,1
2020/12/11 18:01,722,3,1,54,24,686,43.6,4,151,26.37,116160,14.09600632,21.46508587,1,1
2020/12/11 18:02,719,3,5,53,24,687,41.74,3,155,26.37,116160,13.80732593,21.41003821,1,1
2020/12/11 18:03,714,2,4,53,24,690,41.29,3,145,26.38,51876,13.80732593,21.41003821,1,1
2020/12/11 18:04,713,2,7,55,24,691,43.38,3,144,26.37,8382,14.38004634,21.52013816,1,1
2020/12/11 18:05,712,3,41,56,24,685,45.7,4,152,26.3,9240,14.65960294,21.57519492,1,1
2020/12/11 18:06,704,2,67,57,24,659,47.4,3,173,26.23,71478,14.93482508,21.63025595,1,1
2020/12/11 18:07,693,2,70,57,24,660,49.57,5,189,26.31,112200,14.93482508,21.63025595,1,1
2020/12/11 18:08,688,2,47,57,24,665,47.87,3,192,26.27,113256,14.93482508,21.63025595,1,1
2020/12/11 18:09,686,3,43,57,24,660,55.5,5,179,26.16,114774,14.93482508,21.63025595,1,0
2020/12/11 18:10,685,3,30,56,24,534,58.32,5,187,26.1,115896,14.65960294,21.57519492,1,0
2020/12/11 18:11,686,3,25,56,24,476,60.25,6,192,26.13,116028,14.65960294,21.57519492,1,0
2020/12/11 18:12,687,3,19,55,23,463,62.26,7,206,26.2,116094,13.44485141,20.76682428,1,0
2020/12/11 18:13,688,1,21,54,23,493,59.28,5,204,26.2,115962,13.16272484,20.7172674,1,0
2020/12/11 18:14,690,3,9,54,23,496,61.28,6,243,26.23,115434,13.16272484,20.7172674,1,0
2020/12/11 18:15,694,2,9,53,23,493,60.76,6,272,26.27,115830,12.87598915,20.66771567,1,0
2020/12/11 18:16,697,2,4,53,23,478,59.16,9,344,26.32,114972,12.87598915,20.66771567,1,0
2020/12/11 18:17,700,1,0,53,23,481,60.49,6,245,26.32,115566,12.87598915,20.66771567,1,0
2020/12/11 18:18,703,2,1,53,23,481,60.49,6,245,26.32,115566,12.87598915,20.66771567,1,0
2020/12/11 18:19,705,2,6,53,23,516,51.83,3,203,26.31,114906,12.87598915,20.66771567,1,0
2020/12/11 18:20,708,2,5,52,23,521,55.13,5,220,26.31,114840,12.58447992,20.61816928,1,0
2020/12/11 18:21,710,1,3,52,23,533,54.6,5,239,26.3,114840,12.58447992,20.61816928,1,0
2020/12/11 18:22,710,2,3,52,23,519,56.89,7,229,26.34,114774,12.58447992,20.61816928,1,0
2020/12/11 18:23,713,2,7,52,23,525,58.84,5,231,26.34,114576,12.58447992,20.61816928,1,0
2020/12/11 18:24,716,2,1,51,23,502,58.7,5,238,26.41,114510,12.28802354,20.56862843,1,0
2020/12/11 18:25,715,3,3,51,23,502,59.94,4,219,26.44,113982,12.28802354,20.56862843,1,0
2020/12/11 18:26,715,2,5,51,23,493,59.02,4,196,26.41,114246,12.28802354,20.56862843,1,0
2020/12/11 18:27,716,1,5,51,23,499,49.47,5,222,26.41,113784,12.28802354,20.56862843,1,0
2020/12/11 18:28,716,2,0,50,23,510,60.24,6,217,26.41,113586,11.98643653,20.51909332,1,0
2020/12/11 18:29,716,2,3,50,23,463,61.05,5,213,26.45,113784,11.98643653,20.51909332,1,0
2020/12/11 18:30,715,3,4,50,23,462,57.52,5,204,26.41,113850,11.98643653,20.51909332,1,0
2020/12/11 18:31,717,2,9,49,23,473,59.17,7,213,26.42,114510,11.67952479,20.46956417,1,0
2020/12/11 18:32,718,2,6,49,22,478,57.82,5,202,26.4,114378,10.75630269,19.74955555,1,0
2020/12/11 18:33,718,1,7,49,22,499,55.2,4,216,26.41,114840,10.75630269,19.74955555,1,0
2020/12/11 18:34,719,2,6,49,22,481,59.02,4,194,26.42,114840,10.75630269,19.74955555,1,0
2020/12/11 18:35,719,1,7,49,22,480,61.77,5,227,26.44,114840,10.75630269,19.74955555,1,0
2020/12/11 18:36,718,1,0,49,22,468,61.24,5,250,26.42,114840,10.75630269,19.74955555,1,0
2020/12/11 18:37,716,0,8,49,22,473,60.45,6,287,26.47,114774,10.75630269,19.74955555,1,0
2020/12/11 18:38,717,2,1,49,22,460,62.74,5,247,26.44,114840,10.75630269,19.74955555,1,0
2020/12/11 18:39,716,2,4,49,22,453,60.07,4,208,26.44,114840,10.75630269,19.74955555,1,0
2020/12/11 18:40,717,2,2,49,22,492,57.62,3,214,26.44,114840,10.75630269,19.74955555,1,0
2020/12/11 18:41,717,2,11,49,22,553,55.97,2,205,26.45,114906,10.75630269,19.74955555,1,0
2020/12/11 18:42,718,1,10,49,22,490,59.42,4,186,26.44,114906,10.75630269,19.74955555,1,0
2020/12/11 18:43,719,1,14,49,22,486,61.24,3,143,26.48,114840,10.75630269,19.74955555,1,0
2020/12/11 18:44,718,2,7,49,22,463,54.07,2,138,26.42,114510,10.75630269,19.74955555,1,0
2020/12/11 18:45,717,2,5,49,22,475,56.06,3,143,26.38,113586,10.75630269,19.74955555,1,0
2020/12/11 18:46,717,1,6,49,22,501,57.92,3,177,26.38,113520,10.75630269,19.74955555,1,0
2020/12/11 18:47,717,1,5,49,22,456,62.72,3,100,26.47,113850,10.75630269,19.74955555,1,0
2020/12/11 18:48,717,1,7,49,22,426,62.85,3,61,26.51,113586,10.75630269,19.74955555,1,0
2020/12/11 18:49,715,1,7,49,22,420,62.7,2,41,26.51,64020,10.75630269,19.74955555,0,0
2020/12/11 18:50,720,0,11,49,22,440,58.37,1,91,26.38,0,10.75630269,19.74955555,0,0
2020/12/11 18:51,727,1,26,49,22,452,61.91,3,107,26.32,0,10.75630269,19.74955555,0,0
2020/12/11 18:52,738,1,35,49,22,442,62.6,2,149,26.31,0,10.75630269,19.74955555,0,0
2020/12/11 18:53,745,2,40,49,22,437,63.76,4,159,26.31,0,10.75630269,19.74955555,0,0
2020/12/11 18:54,750,1,53,50,22,424,64.87,4,161,26.32,0,11.06113289,19.79358548,0,0
2020/12/11 18:55,750,1,53,50,23,416,65.04,3,160,26.31,0,11.98643653,20.51909332,0,0
2020/12/11 18:56,749,2,65,51,23,415,65.33,4,143,26.31,0,12.28802354,20.56862843,0,0
2020/12/11 18:57,746,0,78,52,23,412,65.37,4,156,26.31,0,12.58447992,20.61816928,0,0
2020/12/11 18:58,751,2,72,52,23,415,64.66,3,278,26.34,0,12.58447992,20.61816928,0,0
2020/12/11 18:59,746,0,98,53,23,420,65.62,4,244,26.32,0,12.87598915,20.66771567,0,0
2020/12/11 19:00,746,1,111,53,23,418,65.74,3,196,26.3,0,12.87598915,20.66771567,0,0
2020/12/11 19:01,749,1,112,53,23,415,65.69,4,170,26.35,0,12.87598915,20.66771567,0,0
2020/12/11 19:02,747,1,102,53,23,419,65.76,3,167,26.31,0,12.87598915,20.66771567,0,0
2020/12/11 19:03,746,1,110,53,23,419,65.72,4,151,26.32,0,12.87598915,20.66771567,0,0
2020/12/11 19:04,744,1,118,53,23,416,65.79,4,123,26.32,0,12.87598915,20.66771567,0,0
2020/12/11 19:05,741,1,113,54,23,414,65.85,4,119,26.32,0,13.16272484,20.7172674,0,0
2020/12/11 19:06,738,2,115,54,23,414,65.66,4,138,26.27,0,13.16272484,20.7172674,0,0
2020/12/11 19:07,735,1,121,55,23,414,65.66,4,138,26.27,0,13.44485141,20.76682428,0,0
2020/12/11 19:08,730,1,118,55,23,415,66.16,4,155,26.31,0,13.44485141,20.76682428,0,0
2020/12/11 19:09,723,0,131,55,23,415,66.24,4,166,26.32,0,13.44485141,20.76682428,0,0
2020/12/11 19:10,719,2,133,56,24,414,66.06,4,153,26.34,0,14.65960294,21.57519492,0,0
2020/12/11 19:11,713,1,133,56,24,415,65.88,5,160,26.32,0,14.65960294,21.57519492,0,0
2020/12/11 19:12,707,1,140,56,24,415,65.5,4,150,26.31,0,14.65960294,21.57519492,0,0
2020/12/11 19:13,697,0,139,56,24,416,66.07,4,169,26.34,0,14.65960294,21.57519492,0,0
2020/12/11 19:14,694,1,134,57,24,416,65.86,4,146,26.32,0,14.93482508,21.63025595,0,0
2020/12/11 19:15,693,0,150,57,24,415,65.76,5,136,26.35,0,14.93482508,21.63025595,0,0
2020/12/11 19:16,689,1,143,57,24,415,65.82,4,131,26.37,0,14.93482508,21.63025595,0,0
2020/12/11 19:17,686,1,148,57,24,413,65.67,5,96,26.34,0,14.93482508,21.63025595,0,0
2020/12/11 19:18,681,1,147,57,24,413,66.1,5,124,26.31,0,14.93482508,21.63025595,0,0
2020/12/11 19:19,673,1,156,57,24,413,65.72,4,142,26.37,0,14.93482508,21.63025595,0,0
2020/12/11 19:20,669,0,154,57,24,413,66.02,5,139,26.34,0,14.93482508,21.63025595,0,0
2020/12/11 19:21,665,2,155,57,24,413,65.99,5,130,26.32,0,14.93482508,21.63025595,0,0
2020/12/11 19:22,663,0,161,57,24,413,66.15,5,145,26.3,0,14.93482508,21.63025595,0,0
2020/12/11 19:23,660,2,164,57,24,412,65.85,5,122,26.31,0,14.93482508,21.63025595,0,0
2020/12/11 19:24,657,1,165,58,24,412,65.85,3,127,26.32,0,15.20585429,21.68532106,0,0
2020/12/11 19:25,651,1,159,58,24,412,65.47,4,123,26.35,0,15.20585429,21.68532106,0,0
2020/12/11 19:26,648,1,167,58,24,412,66.04,4,128,26.31,0,15.20585429,21.68532106,0,0
2020/12/11 19:27,644,1,173,58,24,411,66.07,4,142,26.3,0,15.20585429,21.68532106,0,0
2020/12/11 19:28,639,2,167,58,24,412,65.68,3,157,26.28,0,15.20585429,21.68532106,0,0
2020/12/11 19:29,637,1,171,58,24,413,65.91,5,177,26.34,0,15.20585429,21.68532106,0,0
2020/12/11 19:30,633,0,168,59,24,413,66.1,5,181,26.31,0,15.47282509,21.74039009,0,0
2020/12/11 19:31,632,1,174,59,24,412,65.87,4,160,26.31,0,15.47282509,21.74039009,0,0
2020/12/11 19:32,630,1,180,59,24,412,66.02,5,144,26.31,0,15.47282509,21.74039009,0,0
2020/12/11 19:33,630,1,180,59,24,412,66.01,5,135,26.31,0,15.47282509,21.74039009,0,0
2020/12/11 19:34,629,1,180,59,24,411,65.6,4,175,26.41,0,15.47282509,21.74039009,0,0
2020/12/11 19:35,625,1,185,59,24,411,65.49,4,128,26.32,0,15.47282509,21.74039009,0,0
2020/12/11 19:36,622,0,187,59,24,411,65.78,4,121,26.31,0,15.47282509,21.74039009,0,0
2020/12/11 19:37,618,0,193,60,24,412,66.01,4,123,26.28,0,15.73586552,21.79546287,0,0
2020/12/11 19:38,616,1,191,60,24,411,65.91,5,118,26.27,0,15.73586552,21.79546287,0,0
2020/12/11 19:39,614,1,197,60,24,410,65.16,4,116,26.3,0,15.73586552,21.79546287,0,0
2020/12/11 19:40,611,2,190,60,24,418,65.02,4,122,26.28,0,15.73586552,21.79546287,0,0
2020/12/11 19:41,608,1,197,60,24,417,65.79,4,160,26.28,0,15.73586552,21.79546287,0,0
2020/12/11 19:42,602,1,189,60,24,410,65.68,5,155,26.31,0,15.73586552,21.79546287,0,0
2020/12/11 19:43,602,2,195,60,24,413,65.7,5,139,26.3,0,15.73586552,21.79546287,0,0
2020/12/11 19:44,602,1,193,60,24,413,65.77,5,126,26.28,0,15.73586552,21.79546287,0,0
2020/12/11 19:45,600,1,201,60,24,413,65.82,4,127,26.24,0,15.73586552,21.79546287,0,0
2020/12/11 19:46,598,1,195,60,24,414,65.78,5,138,26.26,0,15.73586552,21.79546287,0,0
2020/12/11 19:47,596,1,194,60,24,413,65.97,5,162,26.3,0,15.73586552,21.79546287,0,0
2020/12/11 19:48,590,2,196,61,24,413,65.97,5,162,26.3,0,15.99509753,21.85053923,0,0
2020/12/11 19:49,587,1,204,61,24,413,66.06,6,213,26.3,0,15.99509753,21.85053923,0,0
2020/12/11 19:50,586,1,195,61,24,413,65.97,5,232,26.3,0,15.99509753,21.85053923,0,0
2020/12/11 19:51,585,1,198,61,24,414,65.67,5,177,26.32,0,15.99509753,21.85053923,0,0
2020/12/11 19:52,583,2,201,61,24,413,65.68,5,132,26.3,0,15.99509753,21.85053923,0,0
2020/12/11 19:53,575,2,200,61,24,410,65.89,5,118,26.26,0,15.99509753,21.85053923,0,0
2020/12/11 19:54,575,2,206,61,24,411,65.85,5,134,26.27,0,15.99509753,21.85053923,0,0
2020/12/11 19:55,571,2,199,61,24,414,65.78,4,161,26.28,0,15.99509753,21.85053923,0,0
2020/12/11 19:56,570,2,201,61,24,413,65.9,6,170,26.3,0,15.99509753,21.85053923,0,0
2020/12/11 19:57,570,1,207,61,24,412,65.81,5,153,26.31,0,15.99509753,21.85053923,0,0
2020/12/11 19:58,571,1,201,61,24,410,65.58,5,134,26.35,0,15.99509753,21.85053923,0,0
2020/12/11 19:59,569,1,205,61,24,410,65.6,4,122,26.31,0,15.99509753,21.85053923,0,0
